"Date","Value1","Value2","Value3","holt_winters_residuals","holt_winters","baggedmodel_residuals","baggedmodel","bats_residuals","bats","arima","arima_residuals"
2014-10-31,80.53,80.53,80.53,-8.66951802729342,89.1995180272934,-6.88205833367314,87.4120583336731,-9.58776326993625,90.1177632699362,91.17,-10.64
2014-11-30,65.94,65.94,65.94,-10.7320267153264,76.6720267153264,-12.9360562439777,78.8760562439777,-13.1122528835239,79.0522528835239,80.53,-14.59
2014-12-31,53.45,53.45,53.45,-6.29549461271078,59.7454946127108,-14.135597064304,67.585597064304,-10.4690287532556,63.9190287532556,65.94,-12.49
2015-01-31,47.79,47.79,47.79,1.9051342213971,45.8848657786029,-9.76599546674428,57.5559954667443,-4.04642479826977,51.8364247982698,53.45,-5.66
2015-02-28,49.84,49.84,49.84,9.20035634335391,40.6396436566461,-1.14723880512554,50.9872388051255,2.67366919262916,47.1663308073708,47.79,2.05
2015-03-31,47.72,47.72,47.72,3.02729312687401,44.692706873126,-2.83644801235369,50.5564480123537,-2.53208849536448,50.2520884953645,49.84,-2.12
2015-04-30,59.62,59.62,59.62,16.3882034914683,43.2317965085317,7.27073813312443,52.3492618668756,12.2902668815802,47.3297331184198,47.72,11.9
2015-05-31,60.25,60.25,60.25,1.5502321680901,58.6997678319099,4.60075462473582,55.6492453752642,-1.26427981622432,61.5142798162243,59.62,0.630000000000003
2015-06-30,59.48,59.48,59.48,-0.187277914891453,59.6672779148915,1.9830730724071,57.4969269275929,-0.575138508300192,60.0551385083002,60.25,-0.770000000000003
2015-07-31,47.11,47.11,47.11,-11.7465045482328,58.8565045482328,-8.17055963137326,55.2805596313733,-12.2813547916979,59.3913547916979,59.48,-12.37
2015-08-31,49.2,49.2,49.2,5.27089543766839,43.9291045623316,-2.61407825953079,51.8140782595308,3.98290620960154,45.2170937903985,47.11,2.09
2015-09-30,45.06,45.06,45.06,-2.10666193675136,47.1666619367514,-3.25564627487478,48.3156462748748,-4.75387917084781,49.8138791708478,49.2,-4.14
2015-10-31,46.6,46.6,46.6,4.0319917150839,42.5680082849161,0.402756842254043,46.197243157746,2.27270804034391,44.3272919596561,45.06,1.54
2015-11-30,40.43,40.43,40.43,-4.55583670723264,44.9858367072326,-3.33445778127273,43.7644577812727,-6.520288973419,46.950288973419,46.6,-6.17
2015-12-31,37.13,37.13,37.13,-0.693958937722243,37.8239589377222,-3.5772761863844,40.7072761863844,-2.2950379501678,39.4250379501678,40.43,-3.3
2016-01-31,33.66,33.66,33.66,-0.712873091693801,34.3728730916938,-3.98118842346417,37.6411884234642,-3.11626935213366,36.7762693521337,37.13,-3.47000000000001
2016-02-29,32.74,32.74,32.74,1.99233066506305,30.747669334937,-2.81760555189304,35.557605551893,-0.439694226940468,33.1796942269405,33.66,-0.919999999999995
2016-03-31,36.94,36.94,36.94,6.67856874092458,30.2614312590754,1.41093689406857,35.5290631059314,4.26776939080565,32.6722306091943,32.74,4.2
2016-04-30,45.98,45.98,45.98,10.0645386050873,35.9154613949127,7.13797109340111,38.8420289065989,8.38221530783685,37.5977846921631,36.94,9.04
2016-05-31,49.1,49.1,49.1,1.95332923032701,47.146670769673,5.43238042317203,43.667619576828,1.8280621254304,47.2719378745696,45.98,3.12
2016-06-30,48.27,48.27,48.27,-2.42194146408141,50.6919414640814,2.05794098563936,46.2120590143606,-1.1117563866084,49.3817563866084,49.1,-0.829999999999998
2016-07-31,41.54,41.54,41.54,-7.79464646830949,49.3346464683095,-4.44184492953604,45.981844929536,-6.55864670848873,48.0986467084887,48.27,-6.73
2016-08-31,44.68,44.68,44.68,3.77237145615538,40.9076285438446,-1.16604610877361,45.8460461087736,4.15087406818288,40.5291259318171,41.54,3.14
2016-09-30,47.72,47.72,47.72,2.85106647396498,44.868933526035,2.27895637244604,45.441043627554,2.40023220302626,45.3197677969737,44.68,3.04
2016-10-31,46.83,46.83,46.83,-1.69965582945576,48.5296558294558,0.581729998879709,46.2482700011203,-1.25994407527949,48.0899440752795,47.72,-0.890000000000001
2016-11-30,49.41,49.41,49.41,2.14038614996363,47.2696138500364,1.51201899941903,47.897981000581,2.77419323065721,46.6358067693428,46.83,2.58
2016-12-31,53.75,53.75,53.75,3.43439020306184,50.3156097969382,3.74607288956217,50.0039271104378,3.91241789020741,49.8375821097926,49.41,4.34
2017-01-31,52.75,52.75,52.75,-2.6533309101276,55.4033309101276,0.535598859390667,52.2144011406093,-1.60301491525479,54.3530149152548,53.75,-1
2017-02-28,54,54,54,0.174341230915608,53.8256587690844,1.87618196856651,52.1238180314335,1.49707020834712,52.5029297916529,52.75,1.25
2017-03-31,50.54,50.54,50.54,-4.57361561485538,55.1136156148554,-1.42797804047207,51.9679780404721,-3.69074111461265,54.2307411146126,54,-3.46
2017-04-30,49.31,49.31,49.31,-1.34786709571756,50.6578670957176,-1.87841783954735,51.1884178395474,-0.661151783140028,49.97115178314,50.54,-1.23
2017-05-31,48.29,48.29,48.29,-0.844415092406223,49.1344150924062,-1.79412336080225,50.0841233608022,-0.918097698745676,49.2080976987457,49.31,-1.02
2017-06-30,46.02,46.02,46.02,-1.91057255980027,47.9305725598003,-2.67932633708161,48.6993263370816,-2.12849502237722,48.1484950223772,48.29,-2.27
2017-07-31,50.21,50.21,50.21,4.96538933060153,45.2446106693985,2.43523577645804,47.774764223542,4.51806164411823,45.6919383558818,46.02,4.19
2017-08-31,47.26,47.26,47.26,-3.25565452818491,50.5156545281849,-1.2115375635734,48.4715375635734,-3.64636184985839,50.9063618498584,50.21,-2.95
2017-09-30,51.67,51.67,51.67,4.81315299921964,46.8568470007804,2.19702858104937,49.4729714189506,4.97200810945687,46.6979918905431,47.26,4.41
2017-10-31,54.36,54.36,54.36,2.0452533996578,52.3147466003422,2.59181151293892,51.7681884870611,1.92367208388587,52.4363279161141,51.67,2.69
2017-11-30,57.4,57.4,57.4,1.94996935843755,55.4500306415624,2.88780935099101,54.512190649009,2.74350739844384,54.6564926015562,54.36,3.04
2017-12-31,60.46,60.46,60.46,1.54543016132584,58.9145698386742,2.99930120914546,57.4606987908545,2.63714745004251,57.8228525499575,57.4,3.06
2018-01-31,64.82,64.82,64.82,2.50896555123205,62.3110344487679,4.27902227880565,60.5409777211943,3.95354054430584,60.8664594556942,60.46,4.35999999999999
2018-02-28,61.43,61.43,61.43,-5.78727596589335,67.2172759658934,-0.50352469538656,61.9335246953866,-3.99935308629686,65.4293530862969,64.82,-3.38999999999999
2018-03-31,64.87,64.87,64.87,2.30270562376247,62.5672943762375,0.829059033476383,64.0409409665236,4.0564141025026,60.8135858974974,61.43,3.44
2018-04-30,68.56,68.56,68.56,2.05137015791695,66.5086298420831,3.14531944148159,65.4146805585184,3.0647911713671,65.4952088286329,64.87,3.69
2018-05-31,66.98,66.98,66.98,-3.66524559840386,70.6452455984039,-0.174474010676633,67.1544740106766,-2.05237152071646,69.0323715207165,68.56,-1.58
2018-06-30,74.13,74.13,74.13,5.8627363887646,68.2672636112354,4.89305379006188,69.2369462099381,7.46632884660247,66.6636711533975,66.98,7.14999999999999
2018-07-31,69.88,69.88,69.88,-6.81367412947968,76.6936741294797,0.241533068744616,69.6384669312554,-5.40077371156272,75.2807737115627,74.13,-4.25
2018-08-31,69.84,69.84,69.84,-1.12022941185191,70.9602294118519,-0.839490923379302,70.6794909233793,0.792412894885231,69.0475871051148,69.88,-0.039999999999992
2018-09-30,73.16,73.16,73.16,2.48366226420477,70.6763377357952,2.21671806487198,70.943281935128,3.19786662670876,69.9621333732912,69.84,3.31999999999999
2018-10-31,65.31,65.31,65.31,-9.22707032678682,74.5370703267868,-3.17526135040869,68.4852613504087,-8.34288223472433,73.6528822347243,73.16,-7.84999999999999
2018-11-30,50.78,50.78,50.78,-13.8981910532344,64.6781910532344,-11.160997582472,61.940997582472,-13.2441244711244,64.0241244711244,65.31,-14.53
2018-12-31,45.15,45.15,45.15,-1.97233485425646,47.1223348542565,-9.4502335725825,54.6002335725825,-3.58870358951979,48.7387035895198,50.78,-5.63
2019-01-31,53.84,53.84,53.84,12.7770736653381,41.0629263346619,1.6996288627514,52.1403711372486,9.24312133101256,44.5968786689874,45.15,8.69
2019-02-28,57.21,57.21,57.21,4.67530246885826,52.5346975311417,4.18829482355702,53.021705176443,1.94537201226354,55.2646279877365,53.84,3.37
2019-03-31,60.19,60.19,60.19,3.26741511191338,56.9225848880866,3.4187598704566,56.7712401295434,2.68016282206194,57.5098371779381,57.21,2.98
2019-04-30,63.83,63.83,63.83,3.21604711926253,60.6139528807375,5.13194955356936,58.6980504464306,3.22691065157944,60.6030893484206,60.19,3.64
2019-05-31,53.49,53.49,53.49,-11.4641372482391,64.9541372482391,-6.06200203789851,59.5520020378985,-10.8373587453343,64.3273587453343,63.83,-10.34
2019-06-30,58.2,58.2,58.2,6.0817869066131,52.1182130933869,-0.0589683563594932,58.2589683563595,6.38034533344727,51.8196546665527,53.49,4.71
